loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,is_default,grade_encoded,emp_length_num,fico_score,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_other,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,term_ 60 months
30372,30372, 60 months,8.89,964.27,F,F2,9 years,MORTGAGE,170683.84601962217,Verified,Fully Paid,debt_consolidation,32.31670656999737,0,731,735,15,0,32251,77.3,33,f,Individual,1,0.0,0,6,9,733.0,True,False,False,False,True,False,False,False,True,True
8642,8642, 36 months,20.76,324.52,A,A3,< 1 year,MORTGAGE,152570.310922131,Source Verified,Default,home_improvement,7.0908266532906055,0,718,722,20,1,5176,42.0,37,f,Individual,2,0.0,1,1,0,720.0,False,True,False,False,True,False,False,True,False,False
33001,33001, 60 months,23.39,1284.18,A,A1,2 years,RENT,25928.98065813909,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,32.52684966607504,1,750,754,8,0,3655,80.3,24,f,Individual,1,0.0,1,1,2,752.0,False,True,False,False,False,False,True,False,True,True
39064,39064, 36 months,26.49,1584.13,C,C3,10+ years,MORTGAGE,39613.54160353748,Not Verified,Charged Off,other,10.93738314213063,0,679,683,7,0,2210,76.6,18,f,Individual,0,0.0,1,3,10,681.0,False,False,False,True,True,False,False,False,False,False
34290,34290, 36 months,28.52,1428.01,F,F4,2 years,RENT,54664.34891495271,Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,17.503468509731956,0,674,678,8,0,25709,15.9,14,f,Individual,0,0.0,1,6,2,676.0,False,False,True,False,False,False,True,False,True,False
19122,19122, 36 months,10.04,617.37,G,G1,,RENT,60668.64519309281,Verified,Fully Paid,major_purchase,16.14818626345778,0,749,753,9,1,8334,65.0,21,f,Individual,1,0.0,0,7,0,751.0,False,False,True,False,False,False,True,False,True,False
29820,29820, 36 months,12.74,1001.02,C,C1,4 years,MORTGAGE,56062.234117582,Source Verified,Charged Off,home_improvement,14.533355010556829,0,702,706,6,0,14275,39.1,18,f,Individual,4,0.0,1,3,4,704.0,False,True,False,False,True,False,False,True,False,False
7895,7895, 36 months,11.01,258.51,C,C1,,RENT,150992.48048859698,Not Verified,Fully Paid,home_improvement,15.806531143324412,0,725,729,18,0,8817,78.9,33,f,Individual,0,0.0,0,3,0,727.0,False,True,False,False,False,False,True,False,False,False
10366,10366, 60 months,13.97,354.13,C,C4,9 years,MORTGAGE,47281.18611994694,Not Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,31.39705350127653,0,632,636,6,0,32905,81.6,13,w,Individual,1,0.0,1,3,9,634.0,False,True,False,False,True,False,False,False,False,True
13711,13711, 36 months,27.87,566.17,C,C4,< 1 year,MORTGAGE,148441.6277680906,Not Verified,Default,debt_consolidation,14.329386356007594,0,640,644,16,2,41758,22.0,32,f,Individual,0,0.0,1,3,0,642.0,True,False,False,False,True,False,False,False,False,False
24596,24596, 60 months,19.38,906.32,C,C2,6 years,MORTGAGE,96844.02849223718,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,33.02534339276728,0,789,793,8,0,41778,48.1,23,f,Individual,0,0.0,1,3,6,791.0,True,False,False,False,True,False,False,False,False,True
23793,23793, 60 months,23.45,926.61,E,E5,9 years,MORTGAGE,58024.8741409339,Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,8.185594517342842,0,765,769,24,0,9778,58.5,37,w,Joint App,4,0.0,1,5,9,767.0,True,False,False,False,True,False,False,False,True,True
13199,13199, 36 months,17.25,472.22,D,D3,6 years,MORTGAGE,43377.82795294882,Source Verified,Default,major_purchase,25.830946896612733,0,783,787,12,0,23491,54.0,27,w,Individual,0,0.0,1,4,6,785.0,False,False,True,False,True,False,False,True,False,False
15717,15717, 36 months,5.72,476.15,C,C5,4 years,RENT,43052.90550755692,Verified,Fully Paid,home_improvement,35.20503054720607,0,662,666,18,0,1214,27.7,30,w,Individual,0,0.0,0,3,4,664.0,False,True,False,False,False,False,True,False,True,False
15211,15211, 36 months,6.6,466.89,C,C1,6 years,OWN,158154.68529691276,Not Verified,Charged Off,debt_consolidation,7.775400930146752,0,684,688,5,1,36130,29.5,24,w,Individual,0,0.0,1,3,6,686.0,True,False,False,False,False,True,False,False,False,False
28360,28360, 60 months,18.45,1031.7,C,C1,9 years,RENT,85867.90626239359,Source Verified,Does not meet the credit policy. Status:Charged Off,other,27.22107055740536,2,782,786,12,0,25429,82.2,31,f,Individual,2,0.0,1,3,9,784.0,False,False,False,True,False,False,True,True,False,True
26542,26542, 36 months,22.97,1027.02,C,C2,< 1 year,MORTGAGE,69382.97394748368,Source Verified,Fully Paid,home_improvement,22.90658631111785,0,778,782,18,0,35932,7.9,33,f,Joint App,0,0.0,0,3,0,780.0,False,True,False,False,True,False,False,True,False,False
36312,36312, 36 months,10.38,1178.18,C,C5,6 years,ANY,19975.158629289195,Not Verified,Fully Paid,home_improvement,16.617939712032634,0,689,693,6,0,8946,28.6,14,f,Individual,1,0.0,0,3,6,691.0,False,True,False,False,False,False,False,False,False,False
33247,33247, 36 months,23.05,1287.85,A,A1,,MORTGAGE,46758.76764800475,Not Verified,Charged Off,home_improvement,8.523608820231626,0,664,668,10,0,33268,25.1,16,w,Individual,4,0.0,1,1,0,666.0,False,True,False,False,True,False,False,False,False,False
27357,27357, 36 months,25.27,1091.62,B,B5,,MORTGAGE,49771.353894858905,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,28.67698536992126,0,704,708,11,0,9509,38.4,29,w,Individual,0,0.0,1,2,0,706.0,True,False,False,False,True,False,False,True,False,False
32691,32691, 36 months,15.3,1138.05,C,C2,1 year,MORTGAGE,66758.03350634375,Not Verified,Default,credit_card,15.828228750866176,0,656,660,16,0,24409,66.7,25,f,Individual,4,0.0,1,3,1,658.0,False,False,False,False,True,False,False,False,False,False
17424,17424, 36 months,23.66,680.49,D,D5,5 years,RENT,55915.01013121339,Not Verified,Does not meet the credit policy. Status:Charged Off,other,16.86216624573924,0,685,689,24,0,17454,52.9,42,w,Individual,0,0.0,1,4,5,687.0,False,False,False,True,False,False,True,False,False,False
23852,23852, 36 months,15.1,828.01,B,B3,6 years,MORTGAGE,49419.69095278311,Not Verified,Charged Off,other,30.11574573256288,0,754,758,18,0,46662,53.7,34,f,Individual,0,0.0,1,2,6,756.0,False,False,False,True,True,False,False,False,False,False
27601,27601, 36 months,21.96,1053.52,C,C2,9 years,RENT,70332.69757513217,Not Verified,Charged Off,credit_card,38.087374736347584,0,784,788,9,0,20696,70.8,27,w,Individual,2,0.0,1,3,9,786.0,False,False,False,False,False,False,True,False,False,False
23020,23020, 36 months,24.1,904.35,B,B5,5 years,MORTGAGE,93876.56102115948,Source Verified,Fully Paid,other,16.677310557006724,0,782,786,24,0,18429,78.1,27,f,Individual,0,0.0,0,2,5,784.0,False,False,False,True,True,False,False,True,False,False
13155,13155, 36 months,29.8,557.01,A,A1,5 years,RENT,44428.14014575023,Source Verified,Default,debt_consolidation,31.135657584362104,1,671,675,16,0,27661,19.4,22,f,Individual,0,0.0,1,1,5,673.0,True,False,False,False,False,False,True,True,False,False
8583,8583, 36 months,13.63,291.81,F,F4,,RENT,36495.91664311613,Verified,Charged Off,home_improvement,38.48131596081053,0,681,685,10,2,1653,14.7,15,w,Individual,2,0.0,1,6,0,683.0,False,True,False,False,False,False,True,False,True,False
20515,20515, 36 months,15.28,713.98,E,E4,9 years,RENT,45192.77216053001,Verified,Default,credit_card,8.423943258529661,0,603,607,20,0,21717,32.1,38,f,Individual,1,0.0,1,5,9,605.0,False,False,False,False,False,False,True,False,True,False
24710,24710, 36 months,9.14,787.38,A,A2,7 years,OWN,37045.64559067343,Source Verified,Default,home_improvement,23.52206822356049,0,664,668,18,0,8710,79.5,20,w,Individual,4,0.0,1,1,7,666.0,False,True,False,False,False,True,False,True,False,False
29532,29532, 36 months,10.1,954.3,D,D4,4 years,RENT,52416.9984632235,Verified,Fully Paid,other,5.39075172625055,1,783,787,8,0,4964,53.8,19,f,Individual,0,0.0,0,4,4,785.0,False,False,False,True,False,False,True,False,True,False
23601,23601, 36 months,22.33,905.37,B,B3,10+ years,MORTGAGE,163046.74571555364,Not Verified,Charged Off,major_purchase,33.88123107806412,0,780,784,13,0,30746,17.9,16,f,Individual,2,1.0,1,2,10,782.0,False,False,True,False,True,False,False,False,False,False
9967,9967, 36 months,27.93,411.89,G,G2,10+ years,RENT,50515.91465489787,Not Verified,Charged Off,other,15.041174547852473,1,643,647,15,1,22890,19.7,34,w,Individual,1,0.0,1,7,10,645.0,False,False,False,True,False,False,True,False,False,False
23753,23753, 36 months,14.87,821.89,B,B1,< 1 year,MORTGAGE,34535.290218665024,Source Verified,Default,other,16.646862280102525,1,615,619,22,0,29560,85.8,24,f,Individual,0,0.0,1,2,0,617.0,False,False,False,True,True,False,False,True,False,False
25022,25022, 36 months,9.5,801.53,B,B1,,OWN,47996.81939843476,Verified,Fully Paid,credit_card,29.055042838681864,1,693,697,21,0,4091,38.0,32,w,Individual,4,0.0,0,2,0,695.0,False,False,False,False,False,True,False,False,True,False
14135,14135, 36 months,12.13,470.36,C,C2,< 1 year,RENT,130695.52204969202,Not Verified,Charged Off,home_improvement,32.621293500032984,0,622,626,7,2,30830,28.0,19,w,Individual,1,0.0,1,3,0,624.0,False,True,False,False,False,False,True,False,False,False
10722,10722, 60 months,16.38,378.97,D,D4,5 years,MORTGAGE,52094.38265900632,Verified,Fully Paid,credit_card,18.999658791867997,0,758,762,16,0,33144,67.4,19,f,Individual,3,0.0,0,4,5,760.0,False,False,False,False,True,False,False,False,True,True
32413,32413, 60 months,12.27,1080.76,B,B4,4 years,RENT,39965.43448103664,Source Verified,Fully Paid,debt_consolidation,28.293202361576657,0,755,759,6,2,2849,82.5,8,f,Individual,0,0.0,0,2,4,757.0,True,False,False,False,False,False,True,True,False,True
32236,32236, 60 months,10.84,1052.92,D,D1,,MORTGAGE,25196.53649383675,Source Verified,Fully Paid,home_improvement,38.47240439896149,0,777,781,9,0,15065,44.8,23,w,Individual,1,0.0,0,4,0,779.0,False,True,False,False,True,False,False,True,False,True
20514,20514, 60 months,23.4,798.37,A,A3,6 years,MORTGAGE,50670.2116095185,Verified,Default,debt_consolidation,36.041580342215326,0,700,704,9,0,41409,76.2,13,w,Individual,1,0.0,1,1,6,702.0,True,False,False,False,True,False,False,False,True,True
25331,25331, 36 months,5.2,761.47,E,E4,,RENT,29020.74396183525,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,29.545293810254,0,615,619,7,0,46722,43.7,15,w,Individual,2,0.0,1,5,0,617.0,True,False,False,False,False,False,True,True,False,False
23060,23060, 36 months,18.48,839.24,A,A3,1 year,MORTGAGE,66710.18595318019,Not Verified,Charged Off,credit_card,38.00723612586289,0,640,644,7,0,39412,67.2,23,w,Individual,1,0.0,1,1,1,642.0,False,False,False,False,True,False,False,False,False,False
6196,6196, 36 months,24.84,245.83,E,E4,3 years,OWN,48503.35780291018,Not Verified,Charged Off,other,35.65783169175987,0,736,740,16,0,45519,56.7,21,w,Individual,0,0.0,1,5,3,738.0,False,False,False,True,False,True,False,False,False,False
17297,17297, 36 months,11.66,571.7,C,C2,< 1 year,MORTGAGE,21025.347392586307,Verified,Default,major_purchase,30.51531755484509,0,601,605,13,1,34284,85.5,16,w,Joint App,0,0.0,1,3,0,603.0,False,False,True,False,True,False,False,False,True,False
7787,7787, 36 months,20.08,289.71,B,B5,7 years,RENT,137540.5462548015,Verified,Does not meet the credit policy. Status:Charged Off,other,37.103671566861,0,709,713,13,2,46120,34.3,20,f,Individual,1,0.0,1,2,7,711.0,False,False,False,True,False,False,True,False,True,False
28816,28816, 60 months,21.72,1096.33,F,F1,8 years,RENT,174348.65567974182,Source Verified,Does not meet the credit policy. Status:Charged Off,other,33.60866624742332,0,642,646,14,2,46712,74.3,18,w,Individual,0,0.0,1,6,8,644.0,False,False,False,True,False,False,True,True,False,True
24702,24702, 36 months,21.38,935.48,G,G2,4 years,RENT,68074.72238213007,Source Verified,Charged Off,home_improvement,22.578893444380604,0,665,669,16,0,35980,66.6,19,w,Individual,1,0.0,1,7,4,667.0,False,True,False,False,False,False,True,True,False,False
30242,30242, 36 months,16.15,1065.46,C,C4,7 years,MORTGAGE,129076.2944065989,Verified,Default,credit_card,22.579866611210896,0,695,699,13,0,31353,80.5,23,w,Individual,0,0.0,1,3,7,697.0,False,False,False,False,True,False,False,False,True,False
7176,7176, 36 months,13.66,244.08,A,A1,10+ years,MORTGAGE,67144.87007027508,Source Verified,Fully Paid,home_improvement,5.307677664343412,0,676,680,14,0,37098,59.7,32,f,Individual,0,0.0,0,1,10,678.0,False,True,False,False,True,False,False,True,False,False
25127,25127, 36 months,25.9,1011.04,C,C5,< 1 year,RENT,22619.16836621245,Verified,Fully Paid,major_purchase,6.058740691292483,0,776,780,21,0,23417,46.4,36,f,Individual,1,0.0,0,3,0,778.0,False,False,True,False,False,False,True,False,True,False
32228,32228, 36 months,23.96,1263.72,C,C5,3 years,RENT,52704.37069591349,Verified,Default,credit_card,31.11796582395276,0,724,728,10,0,26512,9.5,25,f,Individual,2,0.0,1,3,3,726.0,False,False,False,False,False,False,True,False,True,False
25208,25208, 60 months,13.03,849.72,C,C4,6 years,MORTGAGE,43648.573107065895,Not Verified,Charged Off,other,24.416911505239725,1,696,700,12,0,7783,80.6,23,w,Individual,1,0.0,1,3,6,698.0,False,False,False,True,True,False,False,False,False,True
33482,33482, 36 months,7.58,1042.73,C,C1,3 years,RENT,28325.52714965708,Source Verified,Fully Paid,debt_consolidation,31.633534190657485,0,620,624,16,0,7365,86.9,34,f,Individual,0,0.0,0,3,3,622.0,True,False,False,False,False,False,True,True,False,False
14171,14171, 60 months,6.8,436.26,A,A4,3 years,ANY,59924.04813897458,Verified,Fully Paid,other,38.23819867193919,0,746,750,13,0,37575,45.5,21,w,Individual,1,0.0,0,1,3,748.0,False,False,False,True,False,False,False,False,True,True
38396,38396, 36 months,7.36,1191.89,D,D5,,RENT,41245.40044417478,Not Verified,Fully Paid,other,20.838572944827185,0,711,715,21,1,40501,25.0,27,f,Individual,0,0.0,0,4,0,713.0,False,False,False,True,False,False,True,False,False,False
8696,8696, 60 months,19.57,321.27,D,D2,6 years,RENT,65770.22822301435,Verified,Does not meet the credit policy. Status:Charged Off,credit_card,8.095596032203376,0,656,660,18,0,8762,63.2,34,w,Individual,1,0.0,1,4,6,658.0,False,False,False,False,False,False,True,False,True,True
25058,25058, 36 months,6.29,765.61,A,A2,3 years,RENT,86390.91874514589,Source Verified,Fully Paid,other,26.92958048123448,0,676,680,8,0,41764,16.0,25,f,Individual,0,0.0,0,1,3,678.0,False,False,False,True,False,False,True,True,False,False
25313,25313, 36 months,13.42,858.02,C,C3,4 years,MORTGAGE,139969.88478797566,Not Verified,Default,major_purchase,8.490683433322475,0,659,663,18,1,25238,8.7,33,f,Individual,0,0.0,1,3,4,661.0,False,False,True,False,True,False,False,False,False,False
24149,24149, 36 months,23.83,945.28,C,C5,8 years,OWN,58892.37896591523,Source Verified,Fully Paid,other,26.745604689707964,0,746,750,14,1,13867,31.1,20,w,Individual,1,0.0,0,3,8,748.0,False,False,False,True,False,True,False,True,False,False
9956,9956, 60 months,12.36,332.4,C,C5,7 years,RENT,34164.642978975586,Not Verified,Fully Paid,debt_consolidation,23.470859537289545,0,698,702,9,0,3967,66.2,13,w,Individual,0,0.0,0,3,7,700.0,True,False,False,False,False,False,True,False,False,True
15195,15195, 60 months,24.08,596.78,A,A4,< 1 year,MORTGAGE,45771.32454757621,Source Verified,Fully Paid,credit_card,29.92759865065556,0,791,795,4,0,44438,78.3,22,f,Individual,2,0.0,0,1,0,793.0,False,False,False,False,True,False,False,True,False,True
22076,22076, 36 months,23.64,861.94,C,C3,,MORTGAGE,48527.94042339198,Verified,Default,major_purchase,17.283584499003993,0,634,638,17,0,15320,19.1,23,w,Individual,0,0.0,1,3,0,636.0,False,False,True,False,True,False,False,False,True,False
6105,6105, 36 months,11.15,200.3,B,B3,4 years,MORTGAGE,188985.9226018173,Verified,Fully Paid,credit_card,10.035163034235923,0,725,729,18,1,5089,90.2,25,w,Individual,0,0.0,0,2,4,727.0,False,False,False,False,True,False,False,False,True,False
20417,20417, 60 months,23.22,792.68,C,C1,7 years,RENT,56752.22641429916,Verified,Charged Off,debt_consolidation,13.26736734765749,0,760,764,10,0,13792,54.7,27,f,Individual,1,0.0,1,3,7,762.0,True,False,False,False,False,False,True,False,True,True
29729,29729, 36 months,23.69,1161.52,D,D4,5 years,RENT,77226.47018468034,Source Verified,Charged Off,home_improvement,28.927202227050675,1,666,670,18,0,38246,88.3,34,w,Individual,1,1.0,1,4,5,668.0,False,True,False,False,False,False,True,True,False,False
35099,35099, 36 months,14.94,1215.69,D,D2,,RENT,103160.51847773037,Not Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,21.735795378849343,0,686,690,19,0,45543,18.5,28,w,Individual,3,0.0,1,4,0,688.0,False,False,True,False,False,False,True,False,False,False
37598,37598, 36 months,10.26,1217.78,A,A1,9 years,OWN,119144.8227257359,Source Verified,Fully Paid,debt_consolidation,23.928611827865552,0,647,651,8,0,34606,46.2,19,w,Individual,0,0.0,0,1,9,649.0,True,False,False,False,False,True,False,True,False,False
34961,34961, 36 months,18.03,1264.45,C,C3,,MORTGAGE,66362.23882516773,Verified,Fully Paid,home_improvement,16.304944784381973,0,787,791,23,0,7722,43.8,38,w,Individual,1,0.0,0,3,0,789.0,False,True,False,False,True,False,False,False,True,False
17602,17602, 60 months,28.03,728.37,F,F2,9 years,RENT,50270.392997986426,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,34.284575886425685,0,644,648,22,0,22727,42.1,33,f,Individual,1,0.0,1,6,9,646.0,True,False,False,False,False,False,True,True,False,True
14256,14256, 60 months,20.99,537.02,B,B5,8 years,RENT,46835.085653289774,Not Verified,Default,home_improvement,39.98092778597973,0,674,678,22,0,22249,88.8,37,w,Individual,1,1.0,1,2,8,676.0,False,True,False,False,False,False,True,False,False,True
25584,25584, 36 months,9.32,817.38,E,E4,1 year,MORTGAGE,31526.790970960723,Verified,Charged Off,home_improvement,15.927213790309024,0,667,671,21,0,26872,81.4,40,f,Individual,2,0.0,1,5,1,669.0,False,True,False,False,True,False,False,False,True,False
39681,39681, 36 months,22.07,1516.87,D,D3,4 years,RENT,93340.73406318984,Source Verified,Fully Paid,credit_card,30.15280641033473,0,795,799,9,1,40593,76.5,28,w,Individual,2,0.0,0,4,4,797.0,False,False,False,False,False,False,True,True,False,False
30792,30792, 60 months,15.68,1077.7,D,D5,8 years,MORTGAGE,235586.458228008,Verified,Charged Off,other,10.988508547134693,0,742,746,12,0,32545,30.8,17,w,Joint App,2,0.0,1,4,8,744.0,False,False,False,True,True,False,False,False,True,True
26904,26904, 36 months,19.79,996.97,B,B3,,MORTGAGE,117701.38778486857,Source Verified,Charged Off,other,30.985117766630427,0,691,695,6,0,33022,35.5,10,w,Individual,0,0.0,1,2,0,693.0,False,False,False,True,True,False,False,True,False,False
39540,39540, 60 months,23.35,1537.8,B,B2,8 years,MORTGAGE,60506.86593605176,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,20.079797986189888,0,671,675,20,0,32957,28.3,38,f,Individual,3,0.0,1,2,8,673.0,True,False,False,False,True,False,False,True,False,True
31536,31536, 36 months,17.87,1138.05,E,E1,7 years,RENT,31490.99225825548,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,26.18569915971239,0,697,701,13,0,29972,76.4,17,w,Individual,0,0.0,1,5,7,699.0,False,True,False,False,False,False,True,False,True,False
24164,24164, 36 months,25.35,965.24,B,B2,1 year,RENT,45378.12770662735,Not Verified,Default,other,13.314622085977014,0,614,618,19,0,9269,40.4,27,f,Individual,0,0.0,1,2,1,616.0,False,False,False,True,False,False,True,False,False,False
17996,17996, 60 months,23.05,697.09,A,A4,5 years,RENT,73226.77981678628,Verified,Fully Paid,debt_consolidation,34.80798573320475,0,750,754,4,0,11544,93.1,11,f,Individual,2,0.0,0,1,5,752.0,True,False,False,False,False,False,True,False,True,True
7871,7871, 36 months,20.38,294.04,C,C4,10+ years,RENT,50501.42786695043,Not Verified,Fully Paid,debt_consolidation,11.066735777503116,0,787,791,7,0,43089,37.8,11,w,Individual,0,0.0,0,3,10,789.0,True,False,False,False,False,False,True,False,False,False
27626,27626, 36 months,8.77,875.55,A,A3,5 years,MORTGAGE,56198.427491538496,Verified,Charged Off,major_purchase,37.501190425791606,0,690,694,4,0,44539,20.3,18,w,Individual,1,0.0,1,1,5,692.0,False,False,True,False,True,False,False,False,True,False
15521,15521, 36 months,25.9,624.52,D,D2,3 years,MORTGAGE,72585.76394782239,Verified,Does not meet the credit policy. Status:Charged Off,credit_card,7.143692866242114,1,741,745,21,0,37974,88.7,40,w,Joint App,2,0.0,1,4,3,743.0,False,False,False,False,True,False,False,False,True,False
6132,6132, 36 months,28.4,254.97,C,C1,,MORTGAGE,66596.70805575525,Verified,Charged Off,credit_card,15.079354228783576,0,716,720,23,2,36180,75.4,37,w,Individual,0,1.0,1,3,0,718.0,False,False,False,False,True,False,False,False,True,False
38467,38467, 36 months,8.42,1212.88,E,E4,3 years,MORTGAGE,191377.0846066956,Source Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,24.703092418441614,0,601,605,7,2,41710,57.5,20,f,Individual,0,0.0,1,5,3,603.0,False,True,False,False,True,False,False,True,False,False
19534,19534, 60 months,17.21,698.48,D,D1,5 years,OWN,186910.73295765804,Source Verified,Charged Off,other,35.04640042926577,0,724,728,14,0,44760,82.3,22,w,Individual,2,0.0,1,4,5,726.0,False,False,False,True,False,True,False,True,False,True
28854,28854, 60 months,11.47,951.08,A,A5,5 years,RENT,51295.57680750957,Not Verified,Default,home_improvement,25.195869985537403,0,642,646,7,0,26059,90.5,26,f,Individual,1,0.0,1,1,5,644.0,False,True,False,False,False,False,True,False,False,True
12812,12812, 36 months,23.86,501.71,B,B3,8 years,MORTGAGE,100298.772599951,Verified,Does not meet the credit policy. Status:Charged Off,other,12.563979165836503,0,670,674,22,0,4101,82.5,37,f,Individual,0,0.0,1,2,8,672.0,False,False,False,True,True,False,False,False,True,False
9557,9557, 36 months,23.04,370.15,D,D1,9 years,MORTGAGE,29857.15560772606,Source Verified,Does not meet the credit policy. Status:Charged Off,other,35.0661685267853,0,743,747,7,0,26397,86.4,20,w,Individual,1,0.0,1,4,9,745.0,False,False,False,True,True,False,False,True,False,False
7179,7179, 36 months,8.52,226.69,B,B3,4 years,RENT,95838.03701668986,Source Verified,Default,other,25.86567387701068,1,685,689,8,0,10779,29.4,26,w,Individual,2,0.0,1,2,4,687.0,False,False,False,True,False,False,True,True,False,False
14065,14065, 36 months,26.93,573.68,F,F5,3 years,RENT,76262.16494587764,Verified,Default,other,13.13214394238267,0,627,631,24,0,31804,51.0,34,f,Individual,1,0.0,1,6,3,629.0,False,False,False,True,False,False,True,False,True,False
13275,13275, 36 months,9.52,425.36,D,D1,1 year,RENT,38142.231040981176,Verified,Fully Paid,other,24.66452466847012,0,759,763,16,0,43153,76.6,21,w,Individual,0,0.0,0,4,1,761.0,False,False,False,True,False,False,True,False,True,False
25700,25700, 60 months,24.93,1020.88,A,A1,5 years,MORTGAGE,106581.1959977076,Verified,Charged Off,major_purchase,28.63547415857305,0,670,674,7,0,6786,52.3,13,w,Individual,2,0.0,1,1,5,672.0,False,False,True,False,True,False,False,False,True,True
32794,32794, 36 months,16.42,1159.75,E,E5,6 years,RENT,35863.17445822257,Not Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,28.818460928835695,0,706,710,13,0,3398,62.8,17,f,Individual,0,0.0,1,5,6,708.0,False,False,True,False,False,False,True,False,False,False
33783,33783, 60 months,13.21,1141.7,A,A2,7 years,MORTGAGE,56026.17953841217,Verified,Fully Paid,other,30.340161312486234,0,729,733,21,0,42487,88.1,29,f,Individual,2,0.0,0,1,7,731.0,False,False,False,True,True,False,False,False,True,True
21998,21998, 36 months,8.96,699.12,A,A1,10+ years,RENT,64402.45134084616,Source Verified,Fully Paid,debt_consolidation,36.35083133308899,0,799,803,6,0,44078,31.6,23,f,Individual,0,0.0,0,1,10,801.0,True,False,False,False,False,False,True,True,False,False
18869,18869, 36 months,9.19,601.7,D,D1,2 years,MORTGAGE,25723.83013025804,Source Verified,Charged Off,debt_consolidation,33.868771722245725,0,606,610,22,1,30642,53.5,27,w,Individual,0,0.0,1,4,2,608.0,True,False,False,False,True,False,False,True,False,False
33152,33152, 36 months,21.55,1258.39,E,E4,< 1 year,MORTGAGE,64843.93058392122,Verified,Charged Off,credit_card,26.269395061213963,0,637,641,8,0,41052,55.7,18,f,Individual,1,0.0,1,5,0,639.0,False,False,False,False,True,False,False,False,True,False
25954,25954, 36 months,18.76,948.22,C,C2,1 year,RENT,38143.96107179023,Not Verified,Fully Paid,other,6.125789190568597,0,775,779,14,0,29257,37.4,18,w,Individual,1,0.0,0,3,1,777.0,False,False,False,True,False,False,True,False,False,False
36555,36555, 36 months,8.05,1146.34,B,B1,7 years,MORTGAGE,48704.34881111104,Not Verified,Charged Off,debt_consolidation,31.23328289869759,0,706,710,5,0,19378,38.1,19,w,Individual,0,0.0,1,2,7,708.0,True,False,False,False,True,False,False,False,False,False
21654,21654, 60 months,7.82,676.76,B,B5,9 years,RENT,57028.393268561216,Source Verified,Does not meet the credit policy. Status:Charged Off,credit_card,39.12357979272126,0,685,689,21,0,34401,74.2,40,w,Individual,1,1.0,1,2,9,687.0,False,False,False,False,False,False,True,True,False,True
20042,20042, 36 months,6.81,617.1,B,B3,7 years,MORTGAGE,25647.804875863487,Not Verified,Default,debt_consolidation,15.6948317404958,3,681,685,14,0,10951,88.7,17,f,Individual,1,0.0,1,2,7,683.0,True,False,False,False,True,False,False,False,False,False
30966,30966, 60 months,23.59,1208.23,B,B5,< 1 year,MORTGAGE,46447.31430640305,Verified,Charged Off,credit_card,26.241451590356515,1,672,676,15,0,16287,62.0,21,w,Individual,0,0.0,1,2,0,674.0,False,False,False,False,True,False,False,False,True,True
19270,19270, 36 months,22.8,743.93,B,B2,6 years,RENT,54859.801204542,Not Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,31.90333131915575,0,601,605,19,0,12372,48.9,34,w,Individual,2,0.0,1,2,6,603.0,False,True,False,False,False,False,True,False,False,False
35908,35908, 60 months,6.46,1099.89,C,C4,9 years,MORTGAGE,49846.67811748609,Not Verified,Charged Off,debt_consolidation,27.36811428103816,0,641,645,5,0,37339,72.5,19,f,Individual,0,0.0,1,3,9,643.0,True,False,False,False,True,False,False,False,False,True
20523,20523, 36 months,19.01,752.4,E,E4,4 years,MORTGAGE,37170.91999080241,Source Verified,Fully Paid,other,37.28921129073485,0,769,773,19,1,49241,94.8,30,w,Joint App,1,0.0,0,5,4,771.0,False,False,False,True,True,False,False,True,False,False
24991,24991, 60 months,7.12,773.02,B,B4,8 years,MORTGAGE,30415.27748960742,Source Verified,Fully Paid,other,21.56689858840692,0,680,684,19,0,30534,12.4,32,f,Individual,0,0.0,0,2,8,682.0,False,False,False,True,True,False,False,True,False,True
15775,15775, 36 months,27.59,649.02,B,B5,3 years,RENT,35970.467048650295,Source Verified,Default,major_purchase,23.614637168962822,0,747,751,7,0,28494,63.6,14,f,Individual,0,0.0,1,2,3,749.0,False,False,True,False,False,False,True,True,False,False
